Model,Sens,Sens_lb,Sens_ub,Spec,Spec_lb,Spec_ub,F1,F1_lb,F1_ub,PPV,PPV_lb,PPV_ub,NPV,NPV_lb,NPV_ub,PropR,PropR_lb,PropR_ub,Accuracy,Accuracy_lb,Accuracy_ub,BalancedAcc,BalancedAcc_lb,BalancedAcc_ub,TP,TN,FP,FN,Drug
AF = 25%,0.9263842281879194,0.9209590395723576,0.9315472124441928,0.8871286027960755,0.8838137056923767,0.8903808672775586,0.7876599349115064,0.7822486258772412,0.7929966048964068,0.6850717332299341,0.6769748660811556,0.6930849984125078,0.9784794604537094,0.9768461147325084,0.9800268100805936,0.2095133472481599,0.2057822496830133,0.2132815316718263,0.8953531802702406,0.8925048319108392,0.8981509889425806,0.9067564154919976,0.906734656988718,0.9067781705639496,8834,31918,4061,702,Ethambutol
AF = 75%,0.9148489932885906,0.9090671063095642,0.9203759821940656,0.8892687400983907,0.8859809082507937,0.8924935901220551,0.7843912965294012,0.7789275133213605,0.789780669056452,0.6864966949952785,0.6783494721496846,0.6945584279862039,0.9752491846252324,0.9735100763688408,0.9769034377708088,0.2095133472481599,0.2057822496830133,0.2132815316718263,0.8946281445677249,0.8917712614996915,0.8974345814213397,0.9020588666934908,0.9020366247479152,0.9020811052469327,8724,31995,3984,812,Ethambutol
AF = 25%,0.8221713413470711,0.8115454694280276,0.832437148296222,0.8269512583625358,0.8209407368484878,0.8328403462319438,0.7025925322028371,0.6944148265911672,0.7106740032651907,0.6133807829181495,0.6018768655812645,0.6247905211882822,0.9330026597656532,0.9287206997789008,0.9371023997745684,0.2503343523118074,0.2444773811669131,0.2562607210152754,0.8257546809323653,0.820547517022837,0.8308712286540662,0.8245612998548035,0.8245031719184225,0.8246194163699986,4309,12979,2716,932,Ethionamide
AF = 75%,0.8082427017744706,0.7973185173211931,0.818822506560221,0.8305829882128066,0.8246213661865871,0.8364218204120777,0.6980883322346737,0.6898325172466896,0.7062490437713914,0.6143582306018854,0.6027502646063102,0.6258694072159162,0.928423901431522,0.924034952402532,0.9326342959839392,0.2503343523118074,0.2444773811669131,0.2562607210152754,0.8249904470768055,0.8197745190787875,0.830115972426705,0.8194128449936386,0.8193540549024343,0.8194716238451709,4236,13036,2659,1005,Ethionamide
AF = 25%,0.9369958474535822,0.9336208773714252,0.9402489293541296,0.9754638803819132,0.9735752569608837,0.9772520503875488,0.9515061919879796,0.9493894729439332,0.953559083461262,0.96647302087436,0.963905183354308,0.9689061856017236,0.9535113052053252,0.9509979752224732,0.955931304893298,0.4301523426271917,0.4257494409084436,0.4345635710485382,0.9589167659015316,0.9571162341446104,0.960662337711246,0.9562298639177476,0.9562181044405188,0.9562416211240502,19631,27074,681,1320,Isoniazid
AF = 75%,0.9309340842919192,0.9274165385061924,0.934331480168686,0.9761844712664384,0.9743220173013036,0.9779463006942448,0.9487304212472032,0.9465545720902606,0.9508426202698856,0.967220431440615,0.9646696818613196,0.9696352836165786,0.949301005570933,0.9466922182226982,0.9518178421925396,0.4301523426271917,0.4257494409084436,0.4345635710485382,0.956719911304562,0.9548750801466924,0.958510055861317,0.9535592777791788,0.9535471818454372,0.9535713714552848,19504,27094,661,1447,Isoniazid
AF = 25%,0.7937797702437658,0.7801279012199631,0.8069487132115674,0.95469471279684,0.9517953728311884,0.9574674031146082,0.7704650530323633,0.7606794881774553,0.7800357755753939,0.7484808454425363,0.734337515543137,0.7622395113715735,0.9646102803288936,0.9620093304373246,0.967080285811469,0.1451875355951509,0.1408054041639279,0.1496537248478925,0.931331868847124,0.9280989031587208,0.93446240548834,0.8742372415203029,0.8741841661724051,0.8742903024237563,2833,20061,952,736,Kanamycin
AF = 75%,0.7691230036424769,0.7549406744723264,0.7828631792153619,0.9561699900061866,0.953314447469633,0.958898449748733,0.7588113337940566,0.7487814362157854,0.7686322826074019,0.7487725040916531,0.7344014112689795,0.7627459040922405,0.9606043220501052,0.957879254482186,0.9632003975782534,0.1451875355951509,0.1408054041639279,0.1496537248478925,0.92901309901554,0.9257314953345972,0.932192837343612,0.8626464968243317,0.8625913991159855,0.862701580535904,2745,20092,921,824,Kanamycin
AF = 25%,0.9027919645897174,0.8949297827879321,0.910251426624424,0.9623076214173808,0.9596880317717232,0.964802426727078,0.8842017507294706,0.87834031479242,0.8898760148507302,0.8663617056036595,0.8575811446714007,0.8747914988382121,0.9733861570729434,0.9711439709702328,0.9754988081133488,0.2130113141862489,0.2081911528974862,0.2178920149034122,0.9496301131418624,0.9469828722915294,0.9521820984564217,0.9325497930035492,0.93251900079566,0.9325805753901616,5303,20884,818,571,Levofloxacin
AF = 75%,0.8581886278515491,0.849004380487072,0.8670155348466155,0.9649801861579578,0.962448276160412,0.9673865371223388,0.8635546038543898,0.8571946093016045,0.8697327265901158,0.8689881054990519,0.8600333580290029,0.877569921294911,0.9617451205510908,0.959112096600136,0.9642539426245934,0.2130113141862489,0.2081911528974862,0.2178920149034122,0.9422323759791122,0.9394136987337092,0.9449574186447676,0.9115844070047534,0.9115495522696966,0.9116192523941632,5041,20942,760,833,Levofloxacin
AF = 25%,0.3422459893048128,0.2942403590009675,0.392772091059622,0.9976752097981402,0.9968474672949886,0.998331189703335,0.4714548802946593,0.4288019015637863,0.5144200746772969,0.757396449704142,0.6856054275047544,0.819931340244503,0.986211535227846,0.9843908562853236,0.9878710767174548,0.0207662409772348,0.0187335011576995,0.0229557035338364,0.9840644086618544,0.9821275625649089,0.9858425768908388,0.6699605995514765,0.6697067751199491,0.6702143493884465,128,17595,41,246,Linezolid
AF = 75%,0.3288770053475935,0.2814472890347163,0.3790417212487791,0.9980721251984576,0.9973070204010844,0.9986645325614156,0.4632768361581921,0.4202292794933293,0.5067352484775711,0.7834394904458599,0.7107471634250988,0.8451207095818869,0.9859407382512744,0.9841043042163392,0.9876162659692992,0.0207662409772348,0.0187335011576995,0.0229557035338364,0.9841754580788452,0.9822448649564982,0.9859473263250704,0.6634745652730256,0.6632195043459763,0.6637295544523217,123,17602,34,251,Linezolid
AF = 25%,0.9096774193548388,0.9004037565233903,0.9183519827230852,0.9312643310403668,0.9275492411315128,0.9348450144690972,0.8160267111853089,0.8078574677412018,0.823990516586543,0.7398587285570131,0.7274034583124521,0.7520308110443172,0.979582678932017,0.9773987236749544,0.9816081598855808,0.1768862748540578,0.1719510534963284,0.1819040678829014,0.9274459026467102,0.9240007560581366,0.9307815166824236,0.9204708751976028,0.9204277304742198,0.9205140038164478,3666,17464,1289,364,Moxifloxacin
AF = 75%,0.8630272952853598,0.8520248334986217,0.8735004654612071,0.9349437423345598,0.9313193394230914,0.9384325584096516,0.7969752520623281,0.7883805295673262,0.8053712784575112,0.7403150276713495,0.7275238528876482,0.7528068710763479,0.9694774675145148,0.966866022355671,0.9719364697925076,0.1768862748540578,0.1719510534963284,0.1819040678829014,0.9222227099152878,0.9186689638774512,0.9256682907798158,0.8989855188099598,0.8989374667150363,0.8990335556233392,3478,17533,1220,552,Moxifloxacin
AF = 25%,0.8248702324531708,0.8133533378781399,0.8359572119230698,0.9724064424443392,0.9698234835892324,0.9748249331663194,0.8547708138447146,0.8471242190372077,0.8621748303613004,0.8869206503275904,0.876854846857463,0.8964341671050198,0.9548784742411908,0.95166933099007,0.957932630258302,0.2078427693606642,0.202412674918243,0.2133526383093524,0.9417421079787982,0.9385137524068404,0.9448493457947862,0.898638337448755,0.8985899735073654,0.8986866859701993,3655,16422,466,776,Pyrazinamide
AF = 75%,0.8025276461295419,0.790495609128148,0.8141595714476284,0.973709142586452,0.9711833063949714,0.976069996555655,0.8435535523662674,0.8356213441968618,0.8512475377247126,0.889,0.8788546083218521,0.898573131659194,0.9494774525088052,0.9461104059583688,0.9526925247337832,0.2078427693606642,0.202412674918243,0.2133526383093524,0.938130306299545,0.9348127022907085,0.9413278152625404,0.8881183943579969,0.8880678815911387,0.8881688921118674,3556,16444,444,875,Pyrazinamide
AF = 75%,0.9298973963584604,0.925939248125852,0.9337064668303808,0.9701318474845314,0.968171928233132,0.9720026176237494,0.9371227063534756,0.9344687391087024,0.939700483980487,0.944461177037528,0.9408684915333188,0.9478971271249788,0.9620289761958304,0.9598461787243048,0.9641250017842812,0.3532579090718625,0.3489683742943608,0.357565297567475,0.9559187094070816,0.9540387263651134,0.9577429849589078,0.950014621921496,0.9500013823603384,0.9500278589801114,15679,29947,922,1182,Rifampicin
AF = 25%,0.9406322282189667,0.9369589896026692,0.9441525433869998,0.9695163432569892,0.9675376343071278,0.971406029515226,0.9423088348880044,0.9397648247869126,0.9447761875696103,0.9439914290816024,0.9404071826590528,0.947420986599297,0.9676355523941932,0.9656027242717832,0.969579915084937,0.3532579090718625,0.3489683742943608,0.357565297567475,0.9593128011732664,0.957501773086138,0.9610676907485848,0.955074285737978,0.9550617006438714,0.9550868683013378,15860,29928,941,1001,Rifampicin
AF = 75%,0.8972142170989433,0.8912210229104633,0.902984163575612,0.9055597867479056,0.9008865946506506,0.9100826245343224,0.8795555137018551,0.8751025500921557,0.8839042967489897,0.8625785001847063,0.8559499535511266,0.8690114149039937,0.9302386230277742,0.9260922992464128,0.9342208540116964,0.3978445310708553,0.3919065516284088,0.4038052052425998,0.9022395475043952,0.8985771366629102,0.9058123519009942,0.9013870019234244,0.9013547336554024,0.9014192631081394,9340,14268,1488,1070,Streptomycin
AF = 25%,0.904803073967339,0.8990034245770071,0.9103751258692916,0.9037192180756536,0.8990067883719657,0.9082819874939826,0.882507261313595,0.8781119586449306,0.8867980983318592,0.8612838332114119,0.8546637079023088,0.8677109658743047,0.9349310571240972,0.9308972728255964,0.938797718621938,0.3978445310708553,0.3919065516284088,0.4038052052425998,0.9041504242146297,0.9005193646899264,0.9076914460675004,0.9042611460214964,0.9042293007300386,0.9042929841788822,9419,14239,1517,991,Streptomycin
