Model,Sens,Sens_lb,Sens_ub,Spec,Spec_lb,Spec_ub,F1,F1_lb,F1_ub,PPV,PPV_lb,PPV_ub,NPV,NPV_lb,NPV_ub,PropR,PropR_lb,PropR_ub,Accuracy,Accuracy_lb,Accuracy_ub,BalancedAcc,BalancedAcc_lb,BalancedAcc_ub,TP,TN,FP,FN,Drug
AF = 75%,0.912751677852349,0.906908412003648,0.918341368026071,0.8895466800077824,0.8862623910084992,0.8927679418231762,0.7836499504816782,0.7781758084018595,0.7890497758607392,0.6865436188673293,0.6783869840603499,0.6946145393160569,0.9746627280202212,0.9729052235915556,0.976335571224643,0.2095133472481599,0.2057822496830133,0.2132815316718263,0.8944084367790838,0.8915489756865486,0.8972174799799939,0.9011491789300656,0.9011268452140816,0.9011715092619104,8704,32005,3974,832,Ethambutol
AF = 25%,0.8132035871016982,0.802383089225814,0.8236741217856535,0.8305829882128066,0.8246213661865871,0.8364218204120777,0.7008715671764513,0.6926455244402752,0.7090013753570741,0.6158069643115157,0.6042285012050496,0.6272877809568486,0.9301462718515876,0.9258005044401724,0.9343124105144398,0.2503343523118074,0.2444773811669131,0.2562607210152754,0.8262323270920902,0.8210306591221569,0.8313432454056771,0.8218932876572524,0.8218348143234216,0.8219517496637951,4262,13036,2659,979,Ethionamide
AF = 75%,0.7992749475290974,0.78817019637864,0.8100454046426249,0.8341510035043007,0.8282383743129974,0.8399395100540192,0.6962519737388847,0.687946893039127,0.7044620246087882,0.6167550058892816,0.6050709665377736,0.6283387218261196,0.9256221719457014,0.9211745007655632,0.9298937883469112,0.2503343523118074,0.2444773811669131,0.2562607210152749,0.8254203286205579,0.8202093259758342,0.830540808502527,0.8167129755166991,0.8166538453377391,0.8167720945510548,4189,13092,2603,1052,Ethionamide
AF = 25%,0.9338456398262612,0.9303955628437424,0.9371747329920644,0.9759682940010808,0.9740979448943768,0.97773807000227,0.9501493334628366,0.9480032957154304,0.9522316177140624,0.9670324238829576,0.9644793025838704,0.9694501600858711,0.9513240148907776,0.9487605570673892,0.9537948734502822,0.4301523426271917,0.4257494409084436,0.4345635710485382,0.9578491356301072,0.9560269104012306,0.9596165338671748,0.954906966913671,0.9548950393368209,0.9549188922264348,19565,27088,667,1386,Isoniazid
AF = 75%,0.9277838766645984,0.9241953105907124,0.9312531932095858,0.9766888848856062,0.9748450043298976,0.978432020563945,0.9473632907690808,0.9451586771388798,0.9495043298928963,0.9677869056509834,0.9652514511404572,0.9701857374162756,0.9471367177946264,0.9444811845031456,0.9497010162144623,0.4301523426271917,0.4257494409084435,0.4345635710485364,0.9556522810331376,0.9537863860981668,0.9574636218911108,0.9522363807751024,0.952224122306373,0.9522486369920722,19438,27108,647,1513,Isoniazid
AF = 25%,0.7710843373493976,0.7569416625865569,0.7847816186539507,0.9655927283110456,0.9630391541791916,0.968016416325299,0.78137421919364,0.7715357689020406,0.7909792418900098,0.7919424460431654,0.7780594731042785,0.8053324688684045,0.9612924622163264,0.9586021394241968,0.963854763287734,0.1451875355951509,0.1408054041639279,0.1496537248478925,0.9373525343747456,0.93425083392882,0.9403503379972444,0.8683385328302216,0.8682844108764466,0.8683926405673694,2752,20290,723,817,Kanamycin
AF = 75%,0.7475483328663491,0.7329568138905247,0.7617333041307355,0.966877647170799,0.964368711018796,0.9692563085530256,0.7696523871339969,0.759556808010115,0.7795207052430259,0.7931034482758621,0.7790141217564799,0.8066814109342002,0.9575360542935244,0.9547358856901956,0.9602099764088072,0.1451875355951509,0.1408054041639279,0.1496537248478925,0.9350337645431616,0.9318806222802892,0.9380835760384634,0.8572129900185741,0.8571569905597729,0.8572689756902488,2668,20317,696,901,Kanamycin
AF = 25%,0.8997276132107592,0.8917616572921356,0.9072939927015928,0.963505667680398,0.9609249360288832,0.9659612685242284,0.8844448163333613,0.8785775246932577,0.8901241233659763,0.8696725357906862,0.8609481508732406,0.8780403575449053,0.9726033769012512,0.9703331763002528,0.9747445483580812,0.2130113141862489,0.2081911528974862,0.2178920149034122,0.9499202204815782,0.9472799976325232,0.952465123942712,0.9316166404455788,0.9315856515393396,0.931647619551382,5285,20910,792,589,Levofloxacin
AF = 75%,0.855124276472591,0.8458618601202282,0.8640324483758157,0.966178232420975,0.9636868429113112,0.968543713366144,0.8637262488178145,0.8573572430115399,0.8699126047115378,0.872503039777662,0.8636115574631714,0.881015085615297,0.9609972959347358,0.9583433724136488,0.9635274836094192,0.2130113141862489,0.2081911528974862,0.2178920149034122,0.942522483318828,0.9397102734511256,0.945240995274952,0.9106512544467832,0.9106162342435724,0.9106862653257634,5023,20968,734,851,Levofloxacin
AF = 25%,0.3422459893048128,0.2942403590009675,0.392772091059622,0.9976752097981402,0.9968474672949886,0.998331189703335,0.4714548802946593,0.4288019015637863,0.5144200746772969,0.757396449704142,0.6856054275047544,0.819931340244503,0.986211535227846,0.9843908562853236,0.9878710767174548,0.0207662409772348,0.0187335011576995,0.0229557035338364,0.9840644086618544,0.9821275625649089,0.9858425768908388,0.6699605995514765,0.6697067751199491,0.6702143493884465,128,17595,41,246,Linezolid
AF = 75%,0.3288770053475935,0.2814472890347163,0.3790417212487791,0.9980721251984576,0.9973070204010844,0.9986645325614156,0.4632768361581921,0.4202292794933293,0.5067352484775711,0.7834394904458599,0.7107471634250988,0.8451207095818869,0.9859407382512744,0.9841043042163392,0.9876162659692992,0.0207662409772348,0.0187335011576995,0.0229557035338364,0.9841754580788452,0.9822448649564982,0.9859473263250704,0.6634745652730256,0.6632195043459763,0.6637295544523217,123,17602,34,251,Linezolid
AF = 25%,0.9034739454094292,0.8939376081561035,0.9124205661287844,0.9335572974990668,0.9298983571153968,0.937081096221376,0.8166423685095884,0.808451665580388,0.8246256541265701,0.745037855535093,0.7325719180438979,0.7572104235087289,0.9782632990612428,0.9760195403500328,0.9803497072970148,0.1768862748540578,0.1719510534963284,0.1819040678829014,0.9282359654128078,0.9248076751860388,0.9315545159074016,0.918515621454248,0.9184719961588266,0.9185592307204526,3641,17507,1246,389,Moxifloxacin
AF = 75%,0.856575682382134,0.8453717221315834,0.8672599068742578,0.9371833839918946,0.9336157461087042,0.9406147148009096,0.7972286374133949,0.7886034798525121,0.8056533602816887,0.745572354211663,0.7327665373401859,0.7580677520835959,0.9681595328595825,0.9655017207717064,0.9706659470390576,0.1768862748540578,0.1719510534963284,0.1819040678829014,0.9229249879295968,0.9193855656693364,0.9263560613869412,0.8968795331870143,0.896831039814138,0.8969280113587271,3452,17575,1178,578,Moxifloxacin
AF = 25%,0.8020762807492665,0.7900344631301275,0.8137185879298564,0.97779488394126,0.9754588942719212,0.9799642429808204,0.8502392344497608,0.8424083200972299,0.8578251733280381,0.904555866632731,0.8949377725896039,0.9135672789838396,0.949568717653824,0.9462115366091975,0.9527745161398524,0.2078427693606642,0.202412674918243,0.2133526383093524,0.9412730428256484,0.938032910338526,0.9443921905802296,0.8899355823452633,0.8898854301308156,0.8899857194760916,3554,16513,375,877,Pyrazinamide
AF = 75%,0.7808621078763259,0.7683863197279555,0.7929666128274607,0.9788607295120796,0.9765772999223702,0.9809770872528822,0.8389912706110573,0.8308792687832898,0.8468630003970187,0.9064710505632696,0.8967890492870052,0.9155253537829736,0.944520626214147,0.94102612641963,0.9478664814958644,0.2078427693606642,0.2024126749182429,0.2133526383093524,0.9377081476617102,0.9343803212720329,0.9409159983177788,0.8798614186942028,0.8798093195493716,0.8799135031455098,3460,16531,357,971,Pyrazinamide
AF = 25%,0.9393274420259772,0.9356179664703016,0.9428844636530064,0.9695163432569892,0.9675376343071278,0.971406029515226,0.941617122473246,0.9390583545638436,0.9440993059303708,0.9439179927290064,0.94032919545286,0.9473519238475152,0.966947756130658,0.964895616078036,0.9689116334964069,0.3532579090718625,0.3489683742943608,0.357565297567475,0.9588518751309448,0.9570312947741352,0.9606163756433996,0.9544218926414832,0.9544092208426816,0.954434561912969,15838,29928,941,1023,Rifampicin
AF = 75%,0.9285926101654706,0.9246017334171036,0.932434874254185,0.9701318474845314,0.968171928233132,0.9720026176237494,0.9364234449760764,0.9337552009012492,0.9390155740265372,0.94438747813499,0.9407901747942964,0.9478278640468594,0.9613495553914804,0.9591494731667703,0.9634630620549316,0.3532579090718625,0.3489683742943608,0.3575652975674751,0.95545778336476,0.9535686739731676,0.9572912436351404,0.949362228825001,0.949348907733462,0.9493755474179004,15657,29947,922,1204,Rifampicin
AF = 25%,0.8980787704130644,0.8921071087665834,0.9038266894588608,0.9053059152069052,0.9006272799242372,0.90983429193401,0.8798644769657898,0.8754177040060854,0.8842070477471381,0.8623743197122037,0.855745846586911,0.8688075077376564,0.9307667210440456,0.9266326365498226,0.9347363651409548,0.3978445310708553,0.3919065516284088,0.4038052052425998,0.9024306351754184,0.8987713402903856,0.90600028050364,0.9016923428099848,0.901660119071553,0.9017245594596792,9349,14264,1492,1061,Streptomycin
AF = 75%,0.8904899135446686,0.8843335083759505,0.8964269150048676,0.907019548108657,0.9023778505084534,0.911510340628658,0.8768030267202649,0.8722976074568511,0.8812045715652103,0.8635305076851421,0.8568914350007174,0.8699717224163688,0.9261227399390836,0.9218824003104312,0.9302015853266242,0.3978445310708553,0.3919065516284088,0.4038052052425985,0.9004433233967745,0.8967518273648356,0.9040456181379006,0.8987547308266628,0.8987220825854231,0.8987873720310207,9270,14291,1465,1140,Streptomycin
